epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,2.8762787580490112,0.5742481797933578,2.5122517585754394,0.5317272901535034
1,2.1948291659355164,0.4781007841229439,2.115345597267151,0.4706260323524475
2,1.8822034001350403,0.4320916086435318,2.445609426498413,0.524001944065094
3,2.0748808085918427,0.4631289578974247,2.0907084226608275,0.4658724308013916
4,1.929660126566887,0.44400834664702415,1.3274972677230834,0.3354585587978363
5,1.5100990235805511,0.38758551701903343,1.3566449165344239,0.3557215452194214
6,1.1192438155412674,0.30970392748713493,0.9886943936347962,0.2957242429256439
7,1.1544534862041473,0.31752289086580276,0.8947181105613708,0.2636167824268341
8,0.8281143382191658,0.25981674157083035,0.6696261286735534,0.22301494777202607
9,0.7660612612962723,0.2339437622576952,0.5393718719482422,0.19252466559410095
10,0.5116866081953049,0.19071591831743717,0.4931470453739166,0.1885844200849533
11,0.4972891453653574,0.1899041049182415,0.5482884287834168,0.1967118889093399
12,0.3937006779015064,0.16867846343666315,0.41356383860111234,0.168502277135849
13,0.5535090863704681,0.1973025370389223,0.3577399969100952,0.1461304247379303
14,0.4586932957172394,0.1725662648677826,0.32491385340690615,0.1413516253232956
15,0.33732016384601593,0.15502855274826288,0.2893167048692703,0.1332831159234047
16,0.3351656701415777,0.15028320997953415,0.24763303399085998,0.12589696645736695
17,0.3431555349379778,0.1514489445835352,0.269930762052536,0.11499388366937638
18,0.25940154679119587,0.1157048074528575,0.25952678024768827,0.12073385417461395
19,0.26057037711143494,0.12129100412130356,0.2265540361404419,0.10825577080249786
20,0.22738357819616795,0.11287919245660305,0.19462033808231355,0.10125738680362702
21,0.2550435792654753,0.1201600362546742,0.1440049648284912,0.08503580316901208
22,0.1581193283200264,0.09357650205492973,0.17000467777252198,0.09505941569805146
23,0.1889382926747203,0.1037698732689023,0.13115216493606568,0.07043066173791886
24,0.16489971056580544,0.0961890323087573,0.10819291174411774,0.0680416002869606
25,0.19040365517139435,0.1009969599545002,0.09982270896434783,0.05951296165585518
26,0.15776752214878798,0.09387198742479086,0.08837185949087142,0.056280461698770524
27,0.16949388571083546,0.0954202157445252,0.11297199130058289,0.06665929555892944
28,0.12906502187252045,0.08043578546494246,0.08652438223361969,0.0500505156815052
29,0.16565746814012527,0.09183779172599316,0.09134711772203445,0.05397048741579056
