,total,labeled,invalid,obs_car,obs_human,shadow,old,1col,2col,odd2col,loc_0,loc_1,loc_2,loc_3,loc_4,loc_5,loc_6,loc_7,loc_8,loc_9,ang_0,ang_1,ang_2,ang_3,ang_4,ang_5,ang_6,ang_7,ang_8,ang_9,pit_0,pit_1,pit_2,pit_3,pit_4,pit_5,pit_6,pit_7,pit_8,pit_9,roll_0,roll_1,roll_2,roll_3,roll_4,roll_5,roll_6,roll_7,roll_8,roll_9
2019-08-06,1289,908,84,105,125,91,0,323,349,235,3,18,45,138,184,273,211,72,28,19,1,5,29,147,290,342,120,45,12,0,0,185,328,331,120,25,2,0,0,0,0,1,13,86,569,312,10,0,0,0
