epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,1.9324836432933807,0.6859079152345657,2.4572521686553954,0.7998462438583374
1,1.4483398795127869,0.5652270168066025,2.3653562307357787,0.7832833230495453
2,1.9839207231998444,0.697334885597229,2.7520930767059326,0.882765793800354
3,1.6168609857559204,0.6068644970655441,2.2544485092163087,0.7396786928176879
4,1.2254784405231476,0.46870874613523483,2.424623131752014,0.7843293309211731
5,1.6750624775886536,0.5966518819332123,2.777291989326477,0.8859747350215912
6,1.9922940582036972,0.6760301664471626,1.5357729196548462,0.5636604189872741
7,1.5111296623945236,0.5669786408543587,2.58353168964386,0.854046106338501
8,1.5823940932750702,0.5772540792822838,1.9377084016799926,0.7140032291412354
9,1.2880223616957664,0.5059578642249107,2.1122703313827516,0.7270190715789795
10,1.28130504488945,0.49153347685933113,1.9725260019302369,0.6838560104370117
11,1.014748901128769,0.41876982152462006,1.131458592414856,0.43830817341804507
12,1.0270618982613087,0.40373824164271355,1.4568028926849366,0.506358802318573
13,1.044871836900711,0.4277528449892998,2.1554258346557615,0.6946265637874603
14,1.1546412706375122,0.4568924084305763,1.078445827960968,0.4309941530227661
15,0.7596855852752924,0.3143330793827772,2.4475216031074525,0.805333423614502
16,0.8953349217772484,0.38530831784009933,2.571686494350433,0.8362522304058075
17,0.902610968798399,0.3722885809838772,2.079073095321655,0.7025621891021728
18,1.366538181900978,0.5328736752271652,1.6068482398986816,0.5735666334629059
19,0.7862956672906876,0.3402310088276863,1.3913405060768127,0.5369505643844604
20,0.6428821459412575,0.30819299817085266,2.1766489028930662,0.6983365654945374
21,0.526232160627842,0.2880323827266693,3.024989652633667,0.9560718297958374
22,0.5608481839299202,0.2974471040070057,1.4905498027801514,0.5380398035049438
23,0.548795260488987,0.2709467448294163,0.8927276581525803,0.3335563063621521
24,0.4456404522061348,0.241794653236866,1.2568656504154205,0.4464304208755493
25,0.2629675529897213,0.18539631366729736,1.5413045227527618,0.564624136686325
26,0.49691809713840485,0.2624654397368431,2.05828697681427,0.7021226048469543
27,0.4550344906747341,0.25159279629588127,1.06338774561882,0.39492791295051577
28,1.3314602747559547,0.4787779450416565,1.4070261001586915,0.4825183093547821
29,0.39483871310949326,0.22141722217202187,1.7979280471801757,0.6130334615707398
30,0.44053391739726067,0.24024063721299171,1.2729330122470857,0.47069149315357206
31,0.3702473007142544,0.21362528577446938,1.9693511247634887,0.6611340165138244
32,0.1357401479035616,0.1261610332876444,1.0149632215499877,0.4251276522874832
33,0.4973229505121708,0.26681703701615334,1.4607076227664948,0.527493217587471
34,0.4699993059039116,0.2503770552575588,0.8557120800018311,0.3279580593109131
35,0.5870598144829273,0.2768111415207386,1.8903150677680969,0.5935109257698059
36,0.3957738131284714,0.21307697892189026,0.6548217177391052,0.24982945173978804
37,0.7533822953701019,0.30571241304278374,1.0151770949363708,0.3550869822502136
38,1.0037032812833786,0.37220197543501854,1.7080807626247405,0.5354933857917785
39,0.35040779039263725,0.2014385238289833,1.020898848772049,0.36100086867809295
40,0.6386158689856529,0.2990388534963131,1.045688134431839,0.392054608464241
41,0.5870050676167011,0.26228218153119087,1.7537432670593263,0.5858735859394073
42,0.9203660488128662,0.3654285967350006,1.2117278635501862,0.43286345303058626
43,0.39094265550374985,0.19819601252675056,1.0008506417274474,0.349165141582489
44,0.6812686771154404,0.3086562007665634,1.534210216999054,0.49152726531028745
45,0.21244868263602257,0.15954406186938286,2.3775960922241213,0.6962414503097534
46,0.38833120465278625,0.19949399679899216,1.1998528718948365,0.41704683303833007
47,1.1531586684286594,0.4128376618027687,1.1912115573883058,0.40759549140930174
48,0.3724079169332981,0.19420680776238441,1.6957847356796265,0.5358305335044861
49,0.6336659230291843,0.27775961719453335,1.5203877329826354,0.488254988193512
50,0.5341858007013798,0.2535926401615143,2.0417417526245116,0.6223927915096283
51,0.20794842205941677,0.16304480656981468,0.6587324216961861,0.2673358052968979
52,0.37015704810619354,0.1912081353366375,1.384334111213684,0.4719304323196411
53,0.21431095153093338,0.1750563159584999,2.0575817674398422,0.6399252325296402
54,0.5991907119750977,0.254816934466362,1.3521678492426872,0.4433030247688293
55,0.18108635023236275,0.15399165824055672,1.7167951822280885,0.5518197238445282
56,0.17780201509594917,0.13665024191141129,0.6367143824696541,0.24278866946697236
57,0.284109003841877,0.1812431663274765,1.3487587690353393,0.4445750653743744
58,0.1358833648264408,0.12384813278913498,0.839606523513794,0.31813427805900574
59,0.20816602557897568,0.16407510638237,0.6445503115653992,0.2557944983243942
60,0.1344100907444954,0.11453989520668983,0.8578951776027679,0.3317111641168594
61,0.34455757215619087,0.170065525919199,1.1922986686229706,0.41208620071411134
62,0.3839497026056051,0.20188145898282528,1.8811947703361511,0.5829975008964539
63,0.1784677989780903,0.14510070532560349,1.035167822241783,0.37746311724185944
64,0.40032483264803886,0.20266512036323547,1.3674002930521965,0.45725882053375244
65,0.5697175692766905,0.23671232163906097,1.2018967866897583,0.42002300918102264
66,0.45035747811198235,0.2331857867538929,1.7107844918966293,0.5473768711090088
67,0.6469401754438877,0.28139258921146393,0.8328826367855072,0.3105313330888748
68,0.177106574177742,0.1570972502231598,1.3621799945831299,0.45387071967124937
69,0.4284527860581875,0.23064150661230087,1.5410553187131881,0.5015011847019195
